stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
aotizhongxin_aq,2018-01-31 16:00:00,49.0,82.0,90.0,0.9,6.0,10.0
aotizhongxin_aq,2018-01-31 17:00:00,47.0,80.0,90.0,0.9,5.0,10.0
aotizhongxin_aq,2018-01-31 18:00:00,46.0,91.0,91.0,1.3,5.0,28.0
aotizhongxin_aq,2018-01-31 19:00:00,60.0,95.0,85.0,2.0,6.0,38.0
aotizhongxin_aq,2018-01-31 20:00:00,52.0,91.0,81.0,1.9,5.0,30.0
aotizhongxin_aq,2018-01-31 21:00:00,38.0,80.0,72.0,1.2,4.0,14.0
aotizhongxin_aq,2018-01-31 22:00:00,30.0,70.0,70.0,0.9,3.0,8.0
aotizhongxin_aq,2018-01-31 23:00:00,29.0,75.0,73.0,0.8,3.0,10.0
aotizhongxin_aq,2018-02-01 00:00:00,26.0,79.0,73.0,0.9,4.0,7.0
aotizhongxin_aq,2018-02-01 01:00:00,28.0,95.0,73.0,1.1,7.0,10.0
aotizhongxin_aq,2018-02-01 02:00:00,38.0,96.0,59.0,1.1,21.0,20.0
aotizhongxin_aq,2018-02-01 03:00:00,43.0,102.0,50.0,1.1,34.0,22.0
aotizhongxin_aq,2018-02-01 04:00:00,48.0,110.0,47.0,1.1,42.0,20.0
aotizhongxin_aq,2018-02-01 05:00:00,42.0,120.0,29.0,0.7,62.0,13.0
aotizhongxin_aq,2018-02-01 06:00:00,32.0,124.0,21.0,0.5,73.0,12.0
aotizhongxin_aq,2018-02-01 07:00:00,33.0,131.0,19.0,0.4,78.0,11.0
aotizhongxin_aq,2018-02-01 08:00:00,29.0,110.0,21.0,0.4,75.0,10.0
aotizhongxin_aq,2018-02-01 09:00:00,27.0,100.0,24.0,0.4,69.0,10.0
aotizhongxin_aq,2018-02-01 10:00:00,24.0,90.0,22.0,0.4,71.0,5.0
aotizhongxin_aq,2018-02-01 11:00:00,16.0,76.0,23.0,0.3,67.0,3.0
aotizhongxin_aq,2018-02-01 12:00:00,14.0,49.0,23.0,0.3,66.0,3.0
aotizhongxin_aq,2018-02-01 13:00:00,9.0,38.0,15.0,0.3,71.0,2.0
aotizhongxin_aq,2018-02-01 14:00:00,6.0,35.0,11.0,0.2,74.0,2.0
aotizhongxin_aq,2018-02-01 15:00:00,6.0,32.0,10.0,0.2,74.0,2.0
aotizhongxin_aq,2018-02-01 16:00:00,9.0,38.0,18.0,0.2,61.0,2.0
aotizhongxin_aq,2018-02-01 17:00:00,10.0,46.0,18.0,0.2,62.0,2.0
aotizhongxin_aq,2018-02-01 18:00:00,8.0,34.0,24.0,0.2,54.0,2.0
aotizhongxin_aq,2018-02-01 19:00:00,8.0,27.0,22.0,0.2,55.0,3.0
aotizhongxin_aq,2018-02-01 20:00:00,8.0,25.0,20.0,0.3,,4.0
aotizhongxin_aq,2018-02-01 21:00:00,7.0,34.0,16.0,0.2,56.0,4.0
aotizhongxin_aq,2018-02-01 22:00:00,7.0,32.0,19.0,0.2,55.0,2.0
aotizhongxin_aq,2018-02-01 23:00:00,5.0,19.0,12.0,0.2,67.0,2.0
aotizhongxin_aq,2018-02-02 00:00:00,6.0,21.0,11.0,0.2,68.0,5.0
aotizhongxin_aq,2018-02-02 01:00:00,6.0,25.0,15.0,0.2,63.0,4.0
aotizhongxin_aq,2018-02-02 02:00:00,7.0,28.0,13.0,0.3,66.0,5.0
aotizhongxin_aq,2018-02-02 03:00:00,7.0,24.0,8.0,0.3,73.0,4.0
aotizhongxin_aq,2018-02-02 04:00:00,7.0,28.0,6.0,0.3,76.0,4.0
aotizhongxin_aq,2018-02-02 05:00:00,13.0,29.0,6.0,0.2,77.0,3.0
aotizhongxin_aq,2018-02-02 06:00:00,11.0,37.0,6.0,0.2,77.0,3.0
aotizhongxin_aq,2018-02-02 07:00:00,7.0,37.0,5.0,0.2,79.0,3.0
aotizhongxin_aq,2018-02-02 08:00:00,5.0,34.0,5.0,0.2,80.0,3.0
aotizhongxin_aq,2018-02-02 09:00:00,9.0,33.0,8.0,0.2,77.0,3.0
aotizhongxin_aq,2018-02-02 10:00:00,8.0,36.0,13.0,0.2,71.0,3.0
aotizhongxin_aq,2018-02-02 11:00:00,11.0,33.0,17.0,0.2,66.0,4.0
aotizhongxin_aq,2018-02-02 12:00:00,12.0,35.0,26.0,0.3,55.0,4.0
aotizhongxin_aq,2018-02-02 13:00:00,13.0,30.0,18.0,0.4,63.0,9.0
aotizhongxin_aq,2018-02-02 14:00:00,12.0,22.0,18.0,0.3,62.0,7.0
aotizhongxin_aq,2018-02-02 15:00:00,13.0,21.0,18.0,0.5,61.0,15.0
aotizhongxin_aq,2018-02-02 16:00:00,12.0,23.0,24.0,0.5,53.0,11.0
aotizhongxin_aq,2018-02-02 17:00:00,13.0,21.0,45.0,0.5,28.0,9.0
aotizhongxin_aq,2018-02-02 18:00:00,9.0,21.0,55.0,0.4,18.0,7.0
aotizhongxin_aq,2018-02-02 19:00:00,11.0,23.0,53.0,0.4,18.0,7.0
aotizhongxin_aq,2018-02-02 20:00:00,10.0,19.0,46.0,0.5,26.0,8.0
aotizhongxin_aq,2018-02-02 21:00:00,8.0,23.0,40.0,0.5,29.0,8.0
aotizhongxin_aq,2018-02-02 22:00:00,7.0,22.0,34.0,0.5,39.0,10.0
aotizhongxin_aq,2018-02-02 23:00:00,10.0,21.0,33.0,0.4,39.0,7.0
aotizhongxin_aq,2018-02-03 00:00:00,8.0,22.0,41.0,0.4,31.0,6.0
aotizhongxin_aq,2018-02-03 01:00:00,8.0,18.0,26.0,0.4,49.0,4.0
aotizhongxin_aq,2018-02-03 02:00:00,9.0,15.0,29.0,0.4,48.0,4.0
aotizhongxin_aq,2018-02-03 03:00:00,11.0,16.0,21.0,0.5,58.0,5.0
aotizhongxin_aq,2018-02-03 04:00:00,5.0,16.0,15.0,0.4,64.0,5.0
aotizhongxin_aq,2018-02-03 05:00:00,5.0,13.0,7.0,0.3,74.0,3.0
aotizhongxin_aq,2018-02-03 06:00:00,4.0,13.0,7.0,0.3,75.0,4.0
aotizhongxin_aq,2018-02-03 07:00:00,8.0,21.0,7.0,0.3,75.0,3.0
