id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
2860684,beijing_grid_000,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,17.0,983.4898,53.0,311.91,4.52
2860685,beijing_grid_001,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,17.0,969.7682,52.0,314.83,3.45
2860686,beijing_grid_002,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,8.0,956.0466,51.0,320.38,2.39
2860687,beijing_grid_003,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,8.0,940.3794,51.0,337.51,2.14
2860688,beijing_grid_004,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,8.0,922.7666,52.0,353.39,2.86
2860689,beijing_grid_005,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,8.0,905.1538,52.0,2.48,3.71
2860690,beijing_grid_006,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,8.0,886.5426,54.0,358.25,4.66
2860691,beijing_grid_007,2018-04-24 00:00:00,CLOUDY,10.0,867.9314,56.0,355.47,5.62
2860692,beijing_grid_008,2018-04-24 00:00:00,CLOUDY,10.5,860.501,56.0,355.22,6.54
2860693,beijing_grid_009,2018-04-24 00:00:00,CLOUDY,10.5,864.2514,55.0,356.56,7.41
2860694,beijing_grid_010,2018-04-24 00:00:00,CLOUDY,11.0,868.0018,54.0,357.62,8.29
2860695,beijing_grid_011,2018-04-24 00:00:00,CLOUDY,11.0,879.253,52.0,358.3,7.71
2860696,beijing_grid_012,2018-04-24 00:00:00,CLOUDY,11.0,890.5042,50.0,359.09,7.13
2860697,beijing_grid_013,2018-04-24 00:00:00,CLOUDY,11.0,901.6082,47.0,355.68,6.58
2860698,beijing_grid_014,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,912.565,44.0,347.1,6.15
2860699,beijing_grid_015,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,923.5218,41.0,337.49,5.88
2860700,beijing_grid_016,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,923.2274,38.0,350.1,6.14
2860701,beijing_grid_017,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,922.933,35.0,1.19,6.67
2860702,beijing_grid_018,2018-04-24 00:00:00,CLEAR_DAY,10.0,914.0562,35.0,15.15,8.05
2860703,beijing_grid_019,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,896.597,37.0,27.35,10.54
2860704,beijing_grid_020,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,879.1378,39.0,34.7,13.31
2860705,beijing_grid_021,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,17.0,992.533,53.0,313.55,5.22
2860706,beijing_grid_022,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,17.0,982.1061,51.0,314.73,4.27
2860707,beijing_grid_023,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,15.0,971.6792,50.0,316.58,3.33
2860708,beijing_grid_024,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.0,957.6287,50.0,325.69,2.82
2860709,beijing_grid_025,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.5,939.9545,50.0,341.09,2.89
2860710,beijing_grid_026,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.5,922.2802,49.0,354.8,3.16
2860711,beijing_grid_027,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.5,908.2565,49.0,356.73,4.36
2860712,beijing_grid_028,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.5,894.2328,49.0,357.82,5.56
2860713,beijing_grid_029,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.5,882.9983,50.0,358.34,6.58
2860714,beijing_grid_030,2018-04-24 00:00:00,CLOUDY,11.9,874.5528,51.0,358.55,7.44
2860715,beijing_grid_031,2018-04-24 00:00:00,CLOUDY,11.0,866.1074,52.0,358.72,8.29
2860716,beijing_grid_032,2018-04-24 00:00:00,CLOUDY,11.0,882.4735,50.0,357.33,7.81
2860717,beijing_grid_033,2018-04-24 00:00:00,CLOUDY,11.0,898.8396,48.0,355.76,7.33
2860718,beijing_grid_034,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,11.0,911.7305,45.0,351.15,6.68
2860719,beijing_grid_035,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,11.0,921.1461,42.0,342.19,5.95
2860720,beijing_grid_036,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,930.5618,40.0,331.09,5.4
2860721,beijing_grid_037,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,922.613,38.0,348.54,5.59
2860722,beijing_grid_038,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,914.6642,36.0,3.57,6.24
2860723,beijing_grid_039,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,902.4402,36.0,17.71,7.77
2860724,beijing_grid_040,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,3.0,885.941,38.0,28.17,10.19
2860725,beijing_grid_041,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,3.0,869.4418,40.0,34.49,12.82
2860726,beijing_grid_042,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,15.0,1001.5762,53.0,314.8,5.92
2860727,beijing_grid_043,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,15.0,994.444,51.0,314.66,5.1
2860728,beijing_grid_044,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,15.0,987.3119,49.0,314.46,4.27
2860729,beijing_grid_045,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.0,974.878,48.0,318.62,3.57
2860730,beijing_grid_046,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.0,957.1423,47.0,329.57,3.05
2860731,beijing_grid_047,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.0,939.4066,46.0,344.17,2.68
2860732,beijing_grid_048,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.0,929.9705,45.0,354.98,4.06
2860733,beijing_grid_049,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.0,920.5343,43.0,0.23,5.5
2860734,beijing_grid_050,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.5,905.4956,44.0,1.41,6.64
2860735,beijing_grid_051,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,11.9,884.8543,47.0,0.52,7.48
2860736,beijing_grid_052,2018-04-24 00:00:00,CLOUDY,11.0,864.213,50.0,359.82,8.31
2860737,beijing_grid_053,2018-04-24 00:00:00,CLOUDY,11.0,885.694,48.0,356.39,7.92
2860738,beijing_grid_054,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,11.0,907.1749,45.0,352.62,7.56
2860739,beijing_grid_055,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,11.0,921.8527,43.0,346.78,6.82
2860740,beijing_grid_056,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,11.0,929.7272,41.0,336.98,5.79
2860741,beijing_grid_057,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,11.0,937.6018,38.0,323.55,5.0
2860742,beijing_grid_058,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,921.9986,38.0,346.64,5.04
2860743,beijing_grid_059,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,10.0,906.3954,37.0,6.31,5.83
2860744,beijing_grid_060,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,3.0,890.8242,38.0,20.47,7.5
2860745,beijing_grid_061,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,3.0,875.285,40.0,29.05,9.85
2860746,beijing_grid_062,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,3.0,859.7458,41.0,34.26,12.33
2860747,beijing_grid_063,2018-04-24 00:00:00,CLOUDY,15.0,1008.6738,53.0,316.29,6.58
2860748,beijing_grid_064,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,15.0,1004.0556,51.0,315.15,5.91
2860749,beijing_grid_065,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,15.0,999.4373,49.0,313.72,5.23
2860750,beijing_grid_066,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.0,988.3896,47.0,314.77,4.46
2860751,beijing_grid_067,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.0,970.9125,46.0,319.95,3.61
2860752,beijing_grid_068,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.0,953.4354,44.0,328.2,2.81
2860753,beijing_grid_069,2018-04-24 00:00:00,PARTLY_CLOUDY_DAY,16.0,944.4806,42.0,348.72,3.89
