id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
2496534,london_grid_000,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,10.14,1014.3103,88.0,226.37,6.69
2496535,london_grid_001,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,9.06,1013.2479,90.0,225.56,5.93
2496536,london_grid_002,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,7.98,1012.1856,92.0,224.52,5.18
2496537,london_grid_003,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,7.1,1009.4528,94.0,221.96,4.56
2496538,london_grid_004,2018-04-14 00:00:00,CLOUDY,6.42,1005.0495,96.0,217.45,4.09
2496539,london_grid_005,2018-04-14 00:00:00,CLOUDY,5.74,1000.6463,98.0,211.81,3.65
2496540,london_grid_006,2018-04-14 00:00:00,CLOUDY,5.66,999.9679,97.0,209.71,3.97
2496541,london_grid_007,2018-04-14 00:00:00,CLOUDY,5.58,999.2895,97.0,207.93,4.29
2496542,london_grid_008,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.56,999.6223,97.0,209.16,4.67
2496543,london_grid_009,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.6,1000.9663,96.0,212.69,5.12
2496544,london_grid_010,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.64,1002.3103,95.0,215.64,5.59
2496545,london_grid_011,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.36,1000.2303,95.0,218.4,5.87
2496546,london_grid_012,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.08,998.1503,95.0,220.9,6.16
2496547,london_grid_013,2018-04-14 00:00:00,CLOUDY,4.94,997.7311,95.0,222.68,6.23
2496548,london_grid_014,2018-04-14 00:00:00,CLOUDY,4.94,998.9728,95.0,223.96,6.06
2496549,london_grid_015,2018-04-14 00:00:00,CLOUDY,4.94,1000.2144,94.0,225.32,5.9
2496550,london_grid_016,2018-04-14 00:00:00,CLOUDY,5.06,1001.2448,94.0,230.89,5.68
2496551,london_grid_017,2018-04-14 00:00:00,CLOUDY,5.18,1002.2751,94.0,236.83,5.52
2496552,london_grid_018,2018-04-14 00:00:00,CLOUDY,5.48,1001.4239,93.0,241.88,5.37
2496553,london_grid_019,2018-04-14 00:00:00,CLOUDY,5.96,998.6911,92.0,246.02,5.2
2496554,london_grid_020,2018-04-14 00:00:00,CLOUDY,6.44,995.9584,90.0,250.41,5.06
2496555,london_grid_021,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,10.1,1014.4511,87.0,227.25,5.9
2496556,london_grid_022,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,9.05,1013.5219,89.0,226.74,5.34
2496557,london_grid_023,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,8.0,1012.5926,92.0,226.12,4.77
2496558,london_grid_024,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,7.15,1010.2553,94.0,223.78,4.3
2496559,london_grid_025,2018-04-14 00:00:00,CLOUDY,6.48,1006.51,95.0,219.3,3.93
2496560,london_grid_026,2018-04-14 00:00:00,CLOUDY,5.82,1002.7647,97.0,213.95,3.6
2496561,london_grid_027,2018-04-14 00:00:00,CLOUDY,5.72,1001.1315,97.0,211.55,3.99
2496562,london_grid_028,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.63,999.4982,97.0,209.58,4.39
2496563,london_grid_029,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.58,998.9887,97.0,210.58,4.82
2496564,london_grid_030,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.59,999.6031,96.0,213.8,5.3
2496565,london_grid_031,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.6,1000.2175,96.0,216.48,5.79
2496566,london_grid_032,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.4,999.5046,95.0,219.77,6.08
2496567,london_grid_033,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.2,998.7916,95.0,222.75,6.39
2496568,london_grid_034,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.08,998.4927,95.0,224.77,6.51
2496569,london_grid_035,2018-04-14 00:00:00,CLOUDY,5.03,998.6079,95.0,226.07,6.43
2496570,london_grid_036,2018-04-14 00:00:00,CLOUDY,4.98,998.7232,95.0,227.41,6.36
2496571,london_grid_037,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.13,1000.478,94.0,231.63,6.12
2496572,london_grid_038,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.28,1002.2329,94.0,236.17,5.92
2496573,london_grid_039,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.57,1001.9922,93.0,240.38,5.7
2496574,london_grid_040,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.98,999.7561,92.0,244.29,5.45
2496575,london_grid_041,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.4,997.52,91.0,248.55,5.23
2496576,london_grid_042,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,10.06,1014.5919,87.0,228.39,5.13
2496577,london_grid_043,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,9.04,1013.7958,89.0,228.22,4.75
2496578,london_grid_044,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,8.03,1012.9996,91.0,228.01,4.36
2496579,london_grid_045,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,7.2,1011.0579,93.0,225.84,4.04
2496580,london_grid_046,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.55,1007.9705,95.0,221.3,3.78
2496581,london_grid_047,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.9,1004.8831,97.0,216.14,3.56
2496582,london_grid_048,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.79,1002.295,97.0,213.36,4.02
2496583,london_grid_049,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.68,999.7068,97.0,211.16,4.49
2496584,london_grid_050,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.61,998.3552,97.0,211.92,4.97
2496585,london_grid_051,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.58,998.24,97.0,214.84,5.48
2496586,london_grid_052,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.56,998.1248,96.0,217.26,6.0
2496587,london_grid_053,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.44,998.7788,96.0,221.04,6.3
2496588,london_grid_054,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.32,999.4329,95.0,224.47,6.62
2496589,london_grid_055,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.21,999.2543,95.0,226.69,6.8
2496590,london_grid_056,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.12,998.2431,95.0,227.95,6.81
2496591,london_grid_057,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.02,997.2319,95.0,229.21,6.83
2496592,london_grid_058,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.2,999.7113,95.0,232.28,6.56
2496593,london_grid_059,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.39,1002.1906,94.0,235.59,6.32
2496594,london_grid_060,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.66,1002.5606,94.0,239.04,6.03
2496595,london_grid_061,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.01,1000.8211,93.0,242.71,5.71
2496596,london_grid_062,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.36,999.0815,92.0,246.81,5.41
2496597,london_grid_063,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,10.02,1014.5695,87.0,231.58,4.38
2496598,london_grid_064,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,9.0,1013.8041,89.0,231.64,4.13
2496599,london_grid_065,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,7.97,1013.0387,91.0,231.7,3.88
2496600,london_grid_066,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,7.17,1011.399,93.0,229.38,3.67
2496601,london_grid_067,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.58,1008.8851,95.0,224.36,3.53
2496602,london_grid_068,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.0,1006.3711,96.0,218.98,3.42
2496603,london_grid_069,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.86,1003.2236,97.0,215.54,3.98
2496604,london_grid_070,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.73,1000.0761,97.0,212.94,4.54
2496605,london_grid_071,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.64,998.2227,97.0,213.35,5.09
2496606,london_grid_072,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.59,997.6633,97.0,215.9,5.62
2496607,london_grid_073,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.54,997.104,96.0,218.0,6.17
2496608,london_grid_074,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.48,998.6809,96.0,222.02,6.46
2496609,london_grid_075,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.41,1000.2579,95.0,225.67,6.79
2496610,london_grid_076,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.32,1000.1715,95.0,228.06,7.0
2496611,london_grid_077,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.19,998.4217,95.0,229.42,7.09
2496612,london_grid_078,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.06,996.6719,95.0,230.75,7.19
2496613,london_grid_079,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.25,999.3868,95.0,233.01,6.92
2496614,london_grid_080,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.44,1002.1017,94.0,235.45,6.67
2496615,london_grid_081,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.67,1002.846,94.0,238.19,6.36
2496616,london_grid_082,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.92,1001.6198,93.0,241.36,6.01
2496617,london_grid_083,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.18,1000.3935,92.0,244.92,5.67
2496618,london_grid_084,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,9.98,1014.384,87.0,237.96,3.69
2496619,london_grid_085,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,8.91,1013.5468,89.0,238.08,3.51
2496620,london_grid_086,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,7.84,1012.7097,92.0,238.22,3.33
2496621,london_grid_087,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,7.06,1011.2787,93.0,235.23,3.22
2496622,london_grid_088,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.59,1009.2537,94.0,229.01,3.2
2496623,london_grid_089,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.12,1007.2287,96.0,222.77,3.21
2496624,london_grid_090,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.95,1003.9174,96.0,218.18,3.88
2496625,london_grid_091,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.78,1000.606,97.0,214.95,4.57
2496626,london_grid_092,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.67,998.5913,97.0,214.89,5.19
2496627,london_grid_093,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.6,997.8732,97.0,216.99,5.74
2496628,london_grid_094,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.54,997.1551,97.0,218.71,6.3
2496629,london_grid_095,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.51,999.2108,96.0,222.75,6.58
2496630,london_grid_096,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.48,1001.2665,95.0,226.44,6.88
2496631,london_grid_097,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.39,1001.2441,95.0,229.0,7.12
2496632,london_grid_098,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.24,999.1436,95.0,230.6,7.28
2496633,london_grid_099,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.1,997.0432,95.0,232.14,7.43
2496634,london_grid_100,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.28,999.5046,95.0,233.84,7.2
2496635,london_grid_101,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.45,1001.966,95.0,235.66,6.98
2496636,london_grid_102,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.6,1002.8486,94.0,237.76,6.69
2496637,london_grid_103,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.73,1002.1523,94.0,240.24,6.35
2496638,london_grid_104,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,5.86,1001.456,94.0,243.0,6.02
2496639,london_grid_105,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,9.94,1014.1984,87.0,247.09,3.07
2496640,london_grid_106,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,8.82,1013.2895,90.0,247.1,2.96
2496641,london_grid_107,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,7.7,1012.3807,92.0,247.12,2.85
2496642,london_grid_108,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.96,1011.1583,94.0,242.89,2.81
2496643,london_grid_109,2018-04-14 00:00:00,PARTLY_CLOUDY_DAY,6.6,1009.6223,94.0,234.69,2.89
